source_file,source_kind,voucher_type,date,party_ledger,debit_ledger,credit_ledger,amount,narration,confidence,needs_review,cgst_amount,sgst_amount,igst_amount,total_amount,inventory_items,charge_lines,voucher_number,party_gstin
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,932.0,DIGITA-MUMBAI/ 932.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1212.0,"DIGITA-MUMBAI/ 1,212.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1685.0,"DIGITA-MUMBAI/ 1,685.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1249.0,"DIGITA-MUMBAI/ 1,249.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,198.0,DIGITA-MUMBAI/ 198.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,973.0,DIGITA-MUMBAI/ 973.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,568.0,DIGITA-MUMBAI/ 568.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2624.0,"DIGITA-MUMBAI/ 2,624.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2456.0,"DIGITA-MUMBAI/ 2,456.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1270.0,"DIGITA-MUMBAI/ 1,270.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,3049.0,"DIGITA-MUMBAI/ 3,049.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1242.0,"DIGITA-MUMBAI/ 1,242.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1060.0,"DIGITA-MUMBAI/ 1,060.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2761.0,"DIGITA-MUMBAI/ 2,761.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,913.0,DIGITA-MUMBAI/ 913.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,994.0,DIGITA-MUMBAI/ 994.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1775.0,"DIGITA-MUMBAI/ 1,775.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1380.0,"DIGITA-MUMBAI/ 1,380.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1531.0,"DIGITA-MUMBAI/ 1,531.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2799.0,"DIGITA-MUMBAI/ 1,794.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1732.0,"DIGITA-MUMBAI/ 1,732.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1119.0,"DIGITA-MUMBAI/ 1,119.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2346.0,"DIGITA-MUMBAI/ 2,346.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,609.0,DIGITA-MUMBAI/ 609.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,3449.0,"DIGITA-MUMBAI/ 3,449.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,861.0,DIGITA-MUMBAI/ 861.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1789.0,"DIGITA-MUMBAI/ 1,789.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,470.0,DIGITA-MUMBAI/ 470.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,943.0,DIGITA-MUMBAI/ 943.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1198.0,"DIGITA-MUMBAI/ 1,198.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1436.0,"DIGITA-MUMBAI/ 1,436.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2637.0,"DIGITA-MUMBAI/ 2,637.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2571.0,"DIGITA-MUMBAI/ 2,571.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1922.0,"DIGITA-MUMBAI/ 1,922.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1180.0,"DIGITA-MUMBAI/ 1,180.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,759.0,DIGITA-MUMBAI/ 759.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1104.0,"DIGITA-MUMBAI/ 1,104.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2756.0,"DIGITA-MUMBAI/ 2,756.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,657.0,DIGITA-MUMBAI/ 657.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1817.0,"DIGITA-MUMBAI/ 1,817.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1164.0,"DIGITA-MUMBAI/ 1,164.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,756.0,DIGITA-MUMBAI/ 756.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1385.0,"DIGITA-MUMBAI/ 1,385.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1005.0,"DIGITA-MUMBAI/ 1,005.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2617.0,"DIGITA-MUMBAI/ 2,617.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2023.0,"DIGITA-MUMBAI/ 2,023.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,767.0,DIGITA-MUMBAI/ 767.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,161.0,DIGITA-MUMBAI/ 161.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2162.0,"DIGITA-MUMBAI/ 2,162.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,638.0,DIGITA-MUMBAI/ 638.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1769.0,"DIGITA-MUMBAI/ 1,769.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,810.0,DIGITA-MUMBAI/ 810.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1260.0,"DIGITA-MUMBAI/ 1,260.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1789.0,"DIGITA-MUMBAI/ 1,789.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2398.0,"DIGITA-MUMBAI/ 2,398.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2712.0,"DIGITA-MUMBAI/ 2,712.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,466.0,DIGITA-MUMBAI/ 466.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1473.0,"DIGITA-MUMBAI/ 1,473.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,687.0,DIGITA-MUMBAI/ 687.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1110.0,"DIGITA-MUMBAI/ 1,110.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1550.0,"DIGITA-MUMBAI/ 1,550.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1477.0,"DIGITA-MUMBAI/ 1,477.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1032.0,"DIGITA-MUMBAI/ 1,032.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,590.0,DIGITA-MUMBAI/ 590.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1312.0,"DIGITA-MUMBAI/ 1,312.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1236.0,DIGITA-MUMBAI/ 753.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1769.0,"DIGITA-MUMBAI/ 1,769.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1414.0,"DIGITA-MUMBAI/ 1,414.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1180.0,"DIGITA-MUMBAI/ 1,180.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1617.0,"DIGITA-MUMBAI/ 1,617.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,111.0,DIGITA-MUMBAI/ 111.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,465.0,DIGITA-MUMBAI/ 465.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,846.0,DIGITA-MUMBAI/ 846.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1011.0,"DIGITA-MUMBAI/ 1,011.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,931.0,DIGITA-MUMBAI/ 931.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2103.0,"DIGITA-MUMBAI/ 2,103.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,832.0,DIGITA-MUMBAI/ 832.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,995.0,DIGITA-MUMBAI/ 995.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,532.0,DIGITA-MUMBAI/ 532.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,561.0,DIGITA-MUMBAI/ 561.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,998.0,DIGITA-MUMBAI/ 998.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,80.0,DIGITA-MUMBAI/ 80.00 7,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,763.0,DIGITA-MUMBAI/ 763.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1856.0,"DIGITA-MUMBAI/ 1,856.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,190.0,DIGITA-MUMBAI/ 190.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1078.0,"DIGITA-MUMBAI/ 1,078.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1200.0,"DIGITA-MUMBAI/ 1,200.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,388.0,DIGITA-MUMBAI/ 388.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1500.0,"DIGITA-MUMBAI/ 1,500.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,856.0,DIGITA-MUMBAI/ 856.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,835.0,DIGITA-MUMBAI/ 835.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1298.0,"DIGITA-MUMBAI/ 1,298.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,403.0,DIGITA-MUMBAI/ 403.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,813.0,DIGITA-MUMBAI/ 813.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1720.0,"DIGITA-MUMBAI/ 1,720.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1207.0,"DIGITA-MUMBAI/ 1,207.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,3771.0,"DIGITA-MUMBAI/ 3,771.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,570.0,DIGITA-MUMBAI/ 570.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,438.0,DIGITA-MUMBAI/ 438.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1677.0,"DIGITA-MUMBAI/ 1,677.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1810.0,"DIGITA-MUMBAI/ 1,810.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1447.0,"DIGITA-MUMBAI/ 1,447.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2613.0,"DIGITA-MUMBAI/ 2,613.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1094.0,"DIGITA-MUMBAI/ 1,094.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1257.0,"DIGITA-MUMBAI/ 1,257.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,917.0,DIGITA-MUMBAI/ 917.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1224.0,"DIGITA-MUMBAI/ 1,224.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2989.0,"DIGITA-MUMBAI/ 2,989.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2773.0,"DIGITA-MUMBAI/ 2,773.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,350.0,DIGITA-MUMBAI/ 350.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,465.0,DIGITA-MUMBAI/ 465.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1302.0,DIGITA-MUMBAI/ 564.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,538.0,DIGITA-MUMBAI/ 538.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1036.0,"DIGITA-MUMBAI/ 1,036.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2143.0,"DIGITA-MUMBAI/ 2,143.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1415.0,"DIGITA-MUMBAI/ 1,415.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,469.0,DIGITA-MUMBAI/ 469.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1909.0,"DIGITA-MUMBAI/ 1,909.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,604.0,DIGITA-MUMBAI/ 604.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,155.0,DIGITA-MUMBAI/ 155.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,230.0,DIGITA-MUMBAI/ 230.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,906.0,DIGITA-MUMBAI/ 906.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1804.0,"DIGITA-MUMBAI/ 1,804.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,841.0,DIGITA-MUMBAI/ 841.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2769.0,"DIGITA-MUMBAI/ 2,769.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,574.0,DIGITA-MUMBAI/ 574.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,2413.0,"DIGITA-MUMBAI/ 2,413.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,117.0,DIGITA-MUMBAI/ 117.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,1794.0,"DIGITA-MUMBAI/ 1,794.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,939.0,DIGITA-MUMBAI/ 939.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250711,Suspense,bank of baroda,Suspense,677.0,DIGITA-MUMBAI/ 677.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
